Year,Country Name,Population Over 65
1960,Aruba,2.85586832234806
1960,Africa Eastern and Southern,2.985947084477966
1960,Afghanistan,2.82336216754241
1960,Africa Western and Central,3.315969912130325
1960,Angola,3.15558903551343
1960,Albania,5.48661411785106
1960,Andorra,6.99789695057834
1960,Arab World,3.479101866036721
1960,United Arab Emirates,2.34934461242096
1960,Argentina,5.27550341422282
1960,Armenia,5.69223670055078
1960,American Samoa,2.63752638768161
1960,Antigua and Barbuda,3.85141089509559
1960,Australia,8.52529367084101
1960,Austria,12.2196965805502
1960,Azerbaijan,4.63422298379255
1960,Burundi,3.15743015981688
1960,Belgium,11.9882608226103
1960,Benin,6.00007309459473
1960,Burkina Faso,2.64079323302685
1960,Bangladesh,2.91668352108
1960,Bulgaria,7.45116338045383
1960,Bahrain,2.64597906059736
1960,"Bahamas, The",3.72000653386865
1960,Bosnia and Herzegovina,3.46680254441651
1960,Belarus,7.24392233039043
1960,Belize,4.16511531132964
1960,Bermuda,5.53100752235977
1960,Bolivia,5.10888773195744
1960,Brazil,2.52800644039323
1960,Barbados,4.54648808428165
1960,Brunei Darussalam,3.67303741517774
1960,Bhutan,2.43033862301637
1960,Botswana,4.30472396934704
1960,Central African Republic,4.37199605720576
1960,Canada,7.6165092724145
1960,Central Europe and the Baltics,7.263415695499413
1960,Switzerland,10.2251397181246
1960,Channel Islands,13.1506750415132
1960,Chile,3.33900176001276
1960,China,3.96596639645466
1960,Cote d'Ivoire,2.41388335437726
1960,Cameroon,3.9142905462868
1960,"Congo, Dem. Rep.",3.01631277511742
1960,"Congo, Rep.",3.5438046466865
1960,Colombia,2.85255374960056
1960,Comoros,3.56297420333839
1960,Cabo Verde,4.18570214427364
1960,Costa Rica,3.03688297365868
1960,Caribbean small states,4.088148606660317
1960,Cuba,4.28695810395048
1960,Curacao,4.20053636745331
1960,Cayman Islands,7.01868881637496
1960,Cyprus,5.83445583044894
1960,Czechia,9.38119949421507
1960,Germany,11.4754837861399
1960,Djibouti,2.35050683530178
1960,Dominica,5.44869635518426
1960,Denmark,10.590144764232
1960,Dominican Republic,2.60239501116088
1960,Algeria,3.12281781879999
1960,East Asia & Pacific (excluding high income),3.711787311150505
1960,Early-demographic dividend,3.228573274980685
1960,East Asia & Pacific,3.918903704105184
1960,Europe & Central Asia (excluding high income),5.907844499441478
1960,Europe & Central Asia,8.381078361895144
1960,Ecuador,4.59652603383526
1960,"Egypt, Arab Rep.",3.63914176275638
1960,Euro area,10.13059354045466
1960,Eritrea,2.80834900953322
1960,Spain,8.15759584581959
1960,Estonia,10.709425106907
1960,Ethiopia,2.82118948008444
1960,European Union,9.531671242028631
1960,Fragile and conflict affected situations,3.907832691574134
1960,Finland,7.30287717422517
1960,Fiji,3.39835139390571
1960,France,11.5125067433521
1960,Faroe Islands,7.93788000879057
1960,"Micronesia, Fed. Sts.",3.40331158124521
1960,Gabon,7.80094707172917
1960,United Kingdom,11.6954839359523
1960,Georgia,7.46310868814446
1960,Ghana,2.92892856555419
1960,Gibraltar,8.36805714547369
1960,Guinea,4.4113177511261
1960,"Gambia, The",2.68389524681612
1960,Guinea-Bissau,4.04158353278252
1960,Equatorial Guinea,5.6060547095789
1960,Greece,7.20584545884506
1960,Grenada,3.89017356404327
1960,Greenland,2.02775311872167
1960,Guatemala,2.20033469872992
1960,Guam,1.55051024444269
1960,Guyana,3.43024512293044
1960,High income,8.187242171952237
1960,"Hong Kong SAR, China",2.7272164752917
1960,Honduras,3.23276238324782
1960,Heavily indebted poor countries (HIPC),3.032545765898519
1960,Croatia,7.26328154611234
1960,Haiti,3.27229101579432
1960,Hungary,9.03713514088524
1960,IBRD only,3.933187265042109
1960,IDA & IBRD total,3.79333725248189
1960,IDA total,3.123697422430422
1960,IDA blend,3.130476922283242
1960,Indonesia,2.44687674094668
1960,IDA only,3.120715919796851
1960,Isle of Man,17.6219612016043
1960,India,3.29905246661682
1960,Not classified,
1960,Ireland,11.2125818623297
1960,"Iran, Islamic Rep.",4.12967199452047
1960,Iraq,3.3604493387403
1960,Iceland,8.0564819535146
1960,Israel,5.02300687470946
1960,Italy,9.50499201699379
1960,Jamaica,4.24010707843095
1960,Jordan,4.19141365084461
1960,Japan,5.74264383362765
1960,Kazakhstan,5.26516437307774
1960,Kenya,3.20013873390626
1960,Kyrgyz Republic,6.27860376071678
1960,Cambodia,2.69769597624058
1960,Kiribati,4.79361275752017
1960,St. Kitts and Nevis,5.03225228453682
1960,"Korea, Rep.",3.12976688697938
1960,Kuwait,2.25824599755674
1960,Latin America & Caribbean (excluding high income),3.180646632513178
1960,Lao PDR,2.67681539617825
1960,Lebanon,5.82549322728524
1960,Liberia,2.88796657193392
1960,Libya,4.32978987065356
1960,St. Lucia,3.83699391373379
1960,Latin America & Caribbean,3.233433914554574
1960,Least developed countries: UN classification,3.016104033671328
1960,Low income,3.036638669911741
1960,Liechtenstein,7.91971134895849
1960,Sri Lanka,4.223616293682
1960,Lower middle income,3.300824995080277
1960,Low & middle income,3.595226920014317
1960,Lesotho,4.47712152070604
1960,Late-demographic dividend,4.259530332221652
1960,Lithuania,7.90009152811506
1960,Luxembourg,10.6143320244363
1960,Latvia,10.5870878997772
1960,"Macao SAR, China",5.18966855243761
1960,St. Martin (French part),4.02305611104576
1960,Morocco,2.82185282272164
1960,Monaco,18.9357116654439
1960,Moldova,4.94227149278168
1960,Madagascar,3.31715002986678
1960,Maldives,3.2026713601895
1960,Middle East & North Africa,3.722768589136811
1960,Mexico,2.78291280634137
1960,Marshall Islands,5.83914300289067
1960,Middle income,3.633819262031831
1960,North Macedonia,4.91223705784919
1960,Mali,2.70515774958122
1960,Malta,7.17217822380751
1960,Myanmar,3.49587334466638
1960,Middle East & North Africa (excluding high income),3.704504525859448
1960,Montenegro,6.52083947902894
1960,Mongolia,5.68732450554678
1960,Northern Mariana Islands,2.9645739140388
1960,Mozambique,3.07157236067471
1960,Mauritania,2.30147489225674
1960,Mauritius,3.00155365550004
1960,Malawi,3.02305537777822
1960,Malaysia,2.81720022769673
1960,North America,8.721174558248768
1960,Namibia,4.3985733716901
1960,New Caledonia,3.42589750496439
1960,Niger,1.11867179051252
1960,Nigeria,3.32940417743398
1960,Nicaragua,2.60369693265061
1960,Netherlands,9.0002699594347
1960,Norway,11.0289487565486
1960,Nepal,2.97857735916319
1960,Nauru,3.88497015735214
1960,New Zealand,8.67905830705484
1960,OECD members,8.222690526637056
1960,Oman,3.37785552641029
1960,Other small states,5.779147039838603
1960,Pakistan,2.41216179386827
1960,Panama,3.29359252116666
1960,Peru,3.66718441788667
1960,Philippines,2.23177178963891
1960,Palau,4.85660680782632
1960,Papua New Guinea,1.11354790300983
1960,Poland,5.76402305845226
1960,Pre-demographic dividend,3.108076828186928
1960,Puerto Rico,4.95660380630961
1960,"Korea, Dem. People's Rep.",3.2819247846511
1960,Portugal,7.88063586401236
1960,Paraguay,3.91576699609533
1960,West Bank and Gaza,3.91000488779733
1960,Pacific island small states,3.388973695557651
1960,Post-demographic dividend,8.729743356675431
1960,French Polynesia,2.58751538764924
1960,Qatar,3.38933629547348
1960,Romania,6.87879894034427
1960,Russian Federation,5.98472620909201
1960,Rwanda,3.08863017816431
1960,South Asia,3.193891995997436
1960,Saudi Arabia,3.27442659912413
1960,Sudan,2.90036845048155
1960,Senegal,2.8243976860176
1960,Singapore,2.35481196611546
1960,Solomon Islands,2.90075024339958
1960,Sierra Leone,3.81965974043322
1960,El Salvador,3.27826833176993
1960,San Marino,10.0920404459424
1960,Somalia,3.16239681733431
1960,Serbia,6.55228240888133
1960,Sub-Saharan Africa (excluding high income),3.126913536807998
1960,South Sudan,2.91449020811111
1960,Sub-Saharan Africa,3.127449099064095
1960,Small states,5.151085105922921
1960,Sao Tome and Principe,3.624360406987
1960,Suriname,4.99586992929622
1960,Slovak Republic,6.8860830143811
1960,Slovenia,7.60360581505899
1960,Sweden,11.7494643832837
1960,Eswatini,2.90281666893498
1960,Sint Maarten (Dutch part),8.30723890219193
1960,Seychelles,6.05135322692575
1960,Syrian Arab Republic,5.04101850861239
1960,Turks and Caicos Islands,5.32190374140548
1960,Chad,3.98029403205908
1960,East Asia & Pacific (IDA & IBRD countries),3.717499180585026
1960,Europe & Central Asia (IDA & IBRD countries),6.039277836856171
1960,Togo,3.54609081291726
1960,Thailand,2.81662679154544
1960,Tajikistan,4.28171730784755
1960,Turkmenistan,4.9460998815606
1960,Latin America & the Caribbean (IDA & IBRD countries),3.175833095424015
1960,Timor-Leste,2.53707127575603
1960,Middle East & North Africa (IDA & IBRD countries),3.704504525859448
1960,Tonga,3.11168203113193
1960,South Asia (IDA & IBRD),3.193891995997435
1960,Sub-Saharan Africa (IDA & IBRD countries),3.127449099064095
1960,Trinidad and Tobago,3.0049938250309
1960,Tunisia,3.89072683759883
1960,Turkiye,4.15896654200861
1960,Tuvalu,4.02786460659105
1960,Tanzania,2.40268591804872
1960,Uganda,2.07278575647368
1960,Ukraine,7.29793156389792
1960,Upper middle income,3.870726027513691
1960,Uruguay,8.1864616302843
1960,United States,8.8314218831382
1960,Uzbekistan,5.68847362119324
1960,St. Vincent and the Grenadines,3.9271219078655
1960,"Venezuela, RB",2.25794704825235
1960,British Virgin Islands,5.21350858436576
1960,Virgin Islands (U.S.),6.24422742069801
1960,Viet Nam,4.82232334611042
1960,Vanuatu,3.79475718210178
1960,World,4.969966661873198
1960,Samoa,2.80379232024038
1960,Kosovo,4.23944669493844
1960,"Yemen, Rep.",3.68147934118908
1960,South Africa,3.39302117377547
1960,Zambia,2.85178276256457
1960,Zimbabwe,3.38710530574658
1961,Aruba,2.87071439495488
1961,Africa Eastern and Southern,2.968138379617502
1961,Afghanistan,2.80935715469461
1961,Africa Western and Central,3.325195741325262
1961,Angola,3.1615176861781
1961,Albania,5.37214565303962
1961,Andorra,6.51592511548748
1961,Arab World,3.501129704807064
1961,United Arab Emirates,2.24438179854916
1961,Argentina,5.4220401195082
1961,Armenia,5.4039877892631
1961,American Samoa,2.5791778568145
1961,Antigua and Barbuda,3.97152458436505
1961,Australia,8.52857350875578
1961,Austria,12.4113585022419
1961,Azerbaijan,4.52208388968599
1961,Burundi,3.16392418870675
1961,Belgium,12.1249335705412
1961,Benin,5.88192197397413
1961,Burkina Faso,2.69174856607285
1961,Bangladesh,2.89818688576359
1961,Bulgaria,7.64358867767658
1961,Bahrain,2.63277757308678
1961,"Bahamas, The",3.63961472049232
1961,Bosnia and Herzegovina,3.48806038645648
1961,Belarus,7.33666100450175
1961,Belize,4.18658051424452
1961,Bermuda,5.51220360600614
1961,Bolivia,4.99621367646788
1961,Brazil,2.557614844412
1961,Barbados,4.54603942560091
1961,Brunei Darussalam,3.59985948604318
